Infosatz;Material;Lieferant;LKA;Kurztext;UrL;Lieferantenmaterialnr.
5300002608;8817;82664;X;;DE;
5300002610;8819;41452;X;;NL;
5300002611;8821;82073;X;;DE;
5300002617;8831;82335;X;;DE;
5300002618;8833;82055;X;;DE;
5300002622;8837;82029;X;;DE;
5300002629;8843;82073;X;;DE;
5300002641;8855;82192;X;;DE;
5300002642;8857;82513;X;;DE;
5300002644;8860;41452;;;NL;
5300002648;8865;82073;X;;DE;
5300002659;8884;82494;X;;BE;
5300002660;8886;82424;X;;DE;
5300002664;8892;82494;X;;BE;
5300002665;8894;82392;X;;DE;
5300002666;8895;82664;X;;DE;
5300002667;8899;82664;;;US;
5300002679;9021;82542;X;;DE;
5300002680;9022;82542;X;;DE;
5300002715;9071;71620;X;;DE;
5300002775;9151;71620;;;DE;
5300002777;9153;71620;;;DE;
5300002780;9156;71620;X;;DE;
5300002785;9167;71620;;;DE;
5300002797;9183;71398;X;;DK;
5300002811;9202;72589;X;;DE;
5300002948;9366;71398;;;DK;
5300002960;9386;82422;X;;DE;
5300002996;9435;71690;X;;DE;
5300003018;9455;73007;X;;DE;
5300003019;9456;73007;X;;DE;
5300003020;9457;73007;X;;DE;
5300003021;9458;73007;X;;DE;
5300003022;9459;73007;X;;DE;
5300003023;0407;77080;;;DE;
5300003024;9461;82542;X;;DE;
5300003034;9484;82055;X;;DE;
5300003036;9489;82542;X;;DE;
5300003038;9493;73104;X;;DE;
5300003040;9494;82542;X;;DE;
5300003042;9496;71630;X;;DE;
5300003043;9498;71630;X;;DE;
5300003046;9639;71620;;;DE;
5300003047;9640;71620;;;DE;
5300003062;9675;71630;X;;DE;
5300003068;9681;82232;X;;DE;
5300003078;9693;75084;X;;DE;
5300003088;9704;82392;X;;DE;
5300003105;9718;82073;X;;DE;
5300003114;9723;75084;X;;DE;
5300003130;9774;61170;X;;DE;
5300003131;9774;92667;;;DE;
5300003132;9775;75084;;;DE;
5300003145;9810;82170;;;CH;
5300003155;9818;82073;X;;DE;
5300003156;9820;75045;X;;DE;
5300003167;3700;77080;;;DE;
5300003168;9847;75033;X;;DE;
5300003175;3710;77080;;;ZZ;
5300003183;9875;75033;X;;DE;
5300003187;9901;72601;X;;DE;
5300003195;9909;71537;X;;CE;
5300003196;9909;91436;X;;DE;
5300003197;9909;92667;;;DE;
5300003235;4703;77080;;;ZZ;
5300003242;4829;77080;;;CE;
5300003256;5117;77080;;;DE;
5300003258;9967;71630;X;;DE;
5300003260;9970;71697;;;DE;
5300003264;5217;77080;X;;ZZ;
5300003278;5724;77080;X;;CE;
5300003283;9997;75038;X;;FR;
5300003284;9998;75038;X;;FR;
5300003286;5741;77080;;;BE;
5300003287;V010;81014;X;;DE;
5300003288;V012;82643;X;;DE;
5300003289;V014;82275;X;;DE;
5300003290;V015;82055;X;;DE;
5300003291;V022;72648;X;;DE;
5300003292;V027;82370;X;;DE;
5300003293;5750;77080;;;DE;
5300003294;6347;77080;X;;CE;
5300003295;6417;77080;;;DE;
5300003297;6624;77080;;;FR;
5300003305;1684;41077;;;DE;
5300003306;1685;41077;;;DE;
5300003315;0106;82544;X;;CE;
5300003316;0114;71102;X;;DE;
5300003323;1351;41133;X;;DE;
5300003324;1352;41133;X;;DE;
5300003326;1354;41133;X;;DE;
5300003331;3710;82233;;;ZZ;
5300003334;5508;82233;X;;DE;
5300003342;5600;82233;X;;DE;
5300003343;5624;41084;X;;DE;
5300003346;5715;82233;X;;DE;
5300003348;5719;82233;X;;DE;
5300003358;5775;82233;X;;DE;
5300003359;5800;82233;X;;DE;
5300003360;5913;41354;;;BE;
5300003373;6665;82233;X;;DE;
5300003376;6821;82233;X;;DE;
5300003378;6851;82674;X;;DE;
5300003379;6855;82674;X;;DE;
5300003380;6870;82674;X;;DE;
5300003381;6888;82233;X;;DE;
5300003385;6969;82674;X;;DE;
5300003387;7901;41354;;;BE;
5300003388;7902;41354;;;US;
5300003389;8369;82674;X;;DE;
5300003395;8867;82233;X;;CH;
5300003398;8876;82233;X;;DE;
5300003404;9151;41142;;;DE;
5300003405;9153;41142;;;DE;
5300003407;9156;41142;;;DE;
5300003412;9167;41142;;;DE;
5300003417;9385;41149;X;;DE;
5300003418;9639;41142;;;DE;
5300003419;9640;41142;;;DE;
5300003420;9704;75102;X;;NL;
5300003422;9715;82674;X;;DE;
5300003425;9775;41149;X;;DE;
5300003426;9776;41149;X;;DE;
5300003427;9780;41149;X;;DE;
5300003428;9814;75102;X;;IT;
5300003431;0030;82486;X;;DE;
5300003434;0639;92320;X;;DE;
5300003445;5002;41459;X;;AT;
5300003447;5112;72308;X;;AT;
5300003448;5501;72308;X;;JP;
5300003449;5602;72308;X;;AT;
5300003450;5614;72308;X;;AT;
5300003451;5703;72308;X;;JP;
5300003452;5802;72308;X;;JP;
5300003453;5808;72308;X;;JP;
5300003454;6020;72308;X;;JP;
5300003455;6498;72308;X;;JP;
5300003456;6683;41297;X;;DE;
5300003457;6845;92188;X;;DE;
5300003458;6926;72308;X;;JP;
5300003459;7102;72308;X;;JP;
5300003460;7105;72308;X;;JP;
5300003461;7109;72308;X;;JP;
5300003463;7205;72308;X;;JP;
5300003464;7206;72308;X;;JP;
5300003466;7411;72308;X;;JP;
5300003467;7509;72308;X;;JP;
5300003468;7710;72308;X;;JP;
5300003469;8826;92188;X;;DE;
5300003473;9388;41297;X;;DE;
5300003475;0585;41124;;;DE;
5300003477;0959;41124;;;DE;
5300003478;1084;41124;;;DE;
5300002321;6802;82041;X;;DE;
5300001468;5032;82131;X;;DE;
5300001463;5026;82131;X;;CE;
5300001466;5030;82131;X;;CE;
5300002187;6610;82133;;;DE;
5300002319;6797;82332;X;;DE;
5300001705;5903;82335;X;;ES;
5300002112;6519;82168;;;DE;
5300002438;6960;82041;;;NL;
5300001756;5959;82005;;;FR;
5300002276;6717;82275;;;DE;
5300002407;6918;82232;X;;NL;
5300002497;7907;82193;;;DE;
5300002554;8366;82691;X;;ES;
5300001538;5127;82055;X;;US;
5300002555;8367;82691;X;;NL;
5300003308;6013;41080;;;DE;
5300003392;8614;41147;X;;DE;
5300002144;6535;82029;;;DE;
5300002441;6962;82603;;;DE;
5300002258;6685;82603;;;DE;
5300000628;0407;82365;;;CE;
5300000552;0198;82365;;;DE;
5300000460;0067;82365;;;DE;
5300000462;0069;82365;;;DE;
5300000882;0986;82365;;;DE;
5300000448;0057;82365;;;DE;
5300002095;6509;82033;;;ZZ;
5300000944;1134;72562;X;;DE;
5300001853;6214;82033;;;CE;
5300002387;6880;82603;;;DE;
5300002212;6635;82332;X;;US;
5300003205;4207;77080;;;CE;
5300002462;6983;82603;;;DE;
5300002458;6978;82603;;;DE;
5300002114;6520;82033;;;ZZ;
5300002498;7909;82229;;;DE;
5300001747;5948;82229;;;DE;
5300001599;5433;82229;;;IN;
5300002422;6939;82041;;;DE;
5300001818;6034;82055;;;US;
5300001530;5117;82305;;;DE;
5300002161;6560;82033;;;GB;
5300001838;6202;82033;;;CE;
5300002153;6541;82304;;;US;
5300001621;5531;82031;;;CN;
5300002174;6571;82033;;;CE;
5300000413;0015;82395;;;CE;
5300000458;0065;92080;;;DE;
5300000470;0079;82016;;;DE;
5300000485;0094;92165;;;DE;
5300000486;0096;92165;;;DE;
5300000487;0100;71487;;;DE;
5300000497;0120;82343;;;CE;
5300000499;0126;71439;;;DK;
5300000502;0129;72493;;;DE;
5300000503;0130;92455;;;DE;
5300000504;0132;72501;;;CZ;
5300000505;0133;72501;;;CZ;
5300000516;0148;91052;;;DE;
5300000531;0166;72501;;;CZ;
5300000554;0201;92377;;;NL;
5300000572;0243;92364;;;DE;
5300000579;0246;71439;;;DK;
5300000585;0273;71337;;;DE;
5300000588;0288;72501;;;CZ;
5300000609;0340;72078;;;DE;
5300000611;0349;71439;;;DK;
5300000619;0384;92667;;;DE;
5300000621;0385;92667;;;DE;
5300000626;0404;91450;;;DE;
5300000630;0408;92377;;;NL;
5300000635;0426;92429;;;DE;
5300000637;0437;91543;;;DE;
5300000670;0496;92303;;;DE;
5300000674;0499;91112;;;DE;
5300000677;0503;91543;;;DE;
5300000682;0516;71479;;;DE;
5300000686;0530;91543;;;DE;
5300000689;0536;92304;;;DE;
5300000694;0557;92075;;;DE;
5300000696;0560;91052;;;DE;
5300000697;0561;91052;;;DE;
5300000699;0572;71608;;;DE;
5300000704;0586;91112;;;DE;
5300000705;0592;82033;;;ZZ;
5300000714;0614;92525;;;DE;
5300000715;0617;91129;;;DE;
5300000716;0618;93471;;;DE;
5300000717;0619;91052;;;DE;
5300000718;0620;91052;;;DE;
5300000719;0621;91052;;;DE;
5300000721;0625;72449;;;DE;
5300000723;0632;92034;;;DE;
5300000743;0671;92553;;;DE;
5300000749;0679;91543;;;DE;
5300000753;0691;91543;;;DE;
5300000773;0760;73369;;;IN;
5300000792;0792;91543;;;DE;
5300000796;0804;71549;;;DE;
5300000803;0833;71337;;;DE;
5300000806;0834;92667;;;DE;
5300000808;0835;92667;;;DE;
5300000813;0866;71337;;;DE;
5300000823;0872;91445;;;DE;
5300000841;0910;92022;;;DE;
5300000842;0916;92525;;;DE;
5300000846;0924;91543;;;DE;
5300000852;0936;61237;;;DE;
5300000858;0943;92667;;;DE;
5300000860;0944;92667;;;DE;
5300000865;0947;92667;;;DE;
5300000867;0948;92667;;;DE;
5300000876;0972;51591;;;DE;
5300000879;0980;71337;;;DE;
5300000880;0982;92667;;;DE;
5300000883;0987;71712;;;DE;
5300000910;1042;92364;;;DE;
5300000916;1060;92667;;;DE;
5300000928;1093;92425;;;DE;
5300000932;1110;71619;;;DE;
5300000934;1112;92425;;;DE;
5300000940;1129;91129;;;DE;
5300000957;1160;93471;;;DE;
5300000958;1161;93471;;;DE;
5300000960;1164;71161;;;DE;
5300000973;1180;51591;;;DE;
5300000976;1183;51591;;;DE;
5300000985;1191;92667;;;DE;
5300000994;1208;61237;;;DE;
5300000996;1210;92667;;;DE;
5300001013;1230;71337;;;DE;
5300001015;1231;92667;;;DE;
5300001032;1241;71337;;;DE;
5300001054;1257;71337;;;DE;
5300001056;1258;71337;;;DE;
5300001058;1259;71337;;;DE;
5300001065;1262;92667;;;DE;
5300001066;1263;71337;;;DE;
5300001091;1285;41251;;;DE;
5300001116;1315;92034;;;DE;
5300001151;1345;92135;;;DE;
5300001152;1347;72449;;;DE;
5300001153;1348;91137;;;DE;
5300001162;1359;51591;;;DE;
5300001187;1384;71426;;;DE;
5300001189;1385;71426;;;DE;
5300001191;1387;71337;;;DE;
5300001192;1388;71337;;;DE;
5300001200;1396;82072;;;DE;
5300001203;1399;71337;;;DE;
5300001223;1415;92667;;;DE;
5300001241;1430;92667;;;DE;
5300001244;1432;41158;;;DE;
5300001255;1447;82018;;;DE;
5300001259;1451;72449;;;DE;
5300001260;1452;72449;;;DE;
5300001272;1473;51591;;;DE;
5300001274;1474;51591;;;DE;
5300001277;1476;71337;;;DE;
5300031109;8370;77020;;;DE;
5300031122;5685;82031;;;DE;
5300031123;5686;82031;;;DE;
5300031126;5687;82232;;;DE;
5300031129;5696;64211;;;DE;
5300031228;0407;12303;;;DE;
5300031229;0099;12303;;;DE;
5300031240;1082;12303;;;DE;
5300031242;4797;65317;;;DE;
5300031458;5783;82461;;;DE;
5300031501;5780;12439;;;DE;
5300031573;2028;41142;;;DE;
5300031664;5791;82664;;;DE;
5300031687;0937;82037;;;DE;
5300031688;0817;82037;;;DE;
5300032044;5677;77700;;;DE;
5300032128;4999;63726;;;DE;
5300032252;5844;82360;;;DE;
5300032406;5851;82513;;;DE;
5300032411;3171;77080;;;DE;
5300032412;3293;77080;;;DE;
5300032433;5787;82041;;;DE;
5300032521;5859;82664;;;DE;
5300032522;5858;82664;;;DE;
5300032527;5848;82603;;;DE;
5300032562;5864;77020;;;DE;
5300032668;0871;12441;;;DE;
5300032689;4395;64160;;;DE;
5300032884;1375;91017;;;DE;
5300032911;5861;82041;;;DE;
5300033112;3604;77080;;;DE;
5300033236;5285;63090;;;DE;
5300033493;5881;82603;;;DE;
5300033494;5307;41138;;;DE;
5300033496;5311;41138;;;DE;
5300033497;5312;41138;;;DE;
5300033498;5313;41138;;;DE;
5300033550;5883;82055;;;DE;
5300033555;3286;77020;;;DE;
5300033592;5771;77020;;;DE;
5300033594;6009;77020;;;DE;
5300033595;4404;77020;;;DE;
5300033596;5852;12938;;;DE;
5300033598;0638;65767;;;DE;
5300033599;0750;70225;;;DE;
5300033600;5842;82032;;;DE;
5300033638;6923;77020;;;DE;
5300033644;5843;82005;;;DE;
5300033646;5163;77020;;;DE;
5300033647;5189;77020;;;DE;
5300033648;5027;77020;;;DE;
5300033651;5031;77020;;;DE;
5300033680;5271;77020;;;DE;
5300033681;6325;77020;;;DE;
5300033699;5317;66530;;;DE;
5300033700;5885;82275;;;DE;
5300033701;5885;77020;;;DE;
5300033704;6459;77020;;;DE;
5300033809;3027;77080;;;DE;
5300033840;6914;77020;;;DE;
5300033881;5888;77020;;;DE;
5300033882;3216;77080;;;DE;
5300033917;4504;82133;;;DE;
5300033919;6703;82133;;;DE;
5300033930;5889;41369;;;DE;
5300034037;8822;13615;;;DE;
5300034038;6250;82131;;;DE;
5300034085;5565;77020;;;DE;
5300034127;5088;77020;;;DE;
5300034144;6134;82422;;;DE;
5300034500;5117;67165;;;DE;
5300034505;6139;77020;;;DE;
5300034697;6690;82602;;;DE;
5300034710;3122;77020;;;DE;
5300034711;6154;82041;;;DE;
5300034766;6142;82033;;;DE;
5300034767;5374;82055;;;DE;
5300034800;6141;82033;;;DE;
5300034849;5445;77020;;;DE;
5300034884;5258;77020;;;DE;
5300034962;5889;77080;;;DE;
5300035140;6179;77080;;;DE;
5300035142;6178;64211;;;DE;
5300035143;6171;82131;;;DE;
5300035162;6170;77020;;;DE;
5300035163;5581;77020;;;DE;
5300035164;6169;77020;;;DE;
5300035165;5144;77020;;;DE;
5300035166;5143;77020;;;DE;
5300035167;5559;77020;;;DE;
5300035233;5886;77020;;;DE;
5300035489;5669;77020;;;DE;
5300035557;6172;82360;;;DE;
5300035577;6182;77020;;;DE;
5300035640;A001;77030;;;DE;
5300035641;A001;77700;;;DE;
5300035645;A002;66609;;;DE;
5300035883;0106;77020;;;DE;
5300035889;2138;77020;;;DE;
5300036199;5973;77020;;;DE;
5300036210;6816;77020;;;DE;
5300036230;6257;75001;;;DE;
5300036231;6255;75001;;;DE;
5300036311;6264;10897;;;DE;
5300036440;6267;82072;;;DE;
5300036542;3188;82041;;;DE;
5300036810;5162;77020;;;DE;
5300036826;3096;82031;;;DE;
5300036875;6293;82643;;;DE;
5300036877;6280;82041;;;DE;
5300036915;6276;67089;;;DE;
5300037318;0858;77020;;;DE;
5300037615;5129;77020;;;DE;
5300037838;3401;71596;;;DE;
5300037839;3403;71596;;;DE;
5300037954;7013;82041;;;DE;
5300037955;7014;82545;;;DE;
5300038013;7020;82041;;;DE;
5300038019;7059;82055;;;DE;
5300038181;5598;69918;;;DE;
5300038226;6171;77020;;;DE;
5300038330;0976;41142;;;DE;
5300038387;7071;82332;;;DE;
5300038388;7072;82332;;;DE;
5300038480;7074;82332;;;DE;
5300038740;7082;41080;;;DE;
5300038800;7086;41080;;;DE;
5300038816;3219;77020;;;DE;
5300038817;3219;77030;;;DE;
5300038948;7092;15814;;;DE;
5300039031;6296;77020;;;DE;
5300039122;7106;82392;;;DE;
5300039236;7224;82011;;;DE;
5300039272;6292;77020;;;DE;
5300039323;8822;77020;;;DE;
5300039468;7233;41261;;;DE;
5300039601;7125;82275;;;DE;
5300039602;7124;82275;;;DE;
5300039736;7237;63723;;;DE;
5300039882;7236;82604;;;DE;
5300039930;7235;16204;;;DE;
5300039980;7245;82031;;;DE;
5300040020;0696;92667;;;DE;
5300040047;A008;65259;;;DE;
5300040065;7249;63726;;;DE;
5300040066;7250;63726;;;DE;
5300040067;7251;63726;;;DE;
5300040068;7252;63726;;;DE;
5300040191;6281;77020;;;DE;
5300040192;6159;77020;;;DE;
5300040313;7271;82041;;;DE;
5300040314;7272;82041;;;DE;
5300040386;B010;77020;;;DE;
5300040387;B010;77030;;;DE;
5300040388;B010;77080;;;DE;
5300040673;7278;69717;;;DE;
5300040677;7279;82513;;;DE;
5300040788;7291;82360;;;DE;
5300040814;7292;82193;;;DE;
5300041026;7210;92667;;;DE;
5300041297;5846;82275;;;DE;
5300041316;1251;71029;;;DE;
5300041317;1253;71029;;;DE;
5300041480;5734;77020;;;DE;
5300042624;6596;77020;;;DE;
5300042695;7164;17271;;;DE;
5300042697;7161;77020;;;DE;
5300042698;7166;82422;;;DE;
5300042798;5683;77020;;;DE;
5300042822;3067;77080;;;DE;
5300042914;7182;82484;;;DE;
5300042915;7184;64879;;;DE;
5300042994;6666;64191;;;DE;
5300043487;7306;82513;;;DE;
5300043528;A012;77080;;;DE;
5300043529;A012;77020;;;DE;
5300043594;7291;77080;;;DE;
5300043673;5120;77020;;;DE;
5300043860;7317;82041;;;DE;
5300043944;7235;77020;;;DE;
5300044142;5083;77020;;;DE;
5300044213;7327;82055;;;DE;
5300044227;1871;77020;;;DE;
5300044426;7313;77020;;;DE;
5300044449;7338;64191;;;DE;
5300044463;7345;82645;;;DE;
5300044595;7356;82643;;;DE;
5300044650;7359;82645;;;DE;
5300044775;7361;82513;;;DE;
5300044776;7362;82513;;;DE;
5300044845;7375;13171;;;DE;
5300045017;4884;77020;;;DE;
5300045125;7373;82603;;;DE;
5300045152;4801;77020;;;DE;
5300045433;7123;77020;;;DE;
5300045480;7432;41328;;;DE;
5300045482;7433;17150;;;DE;
5300045485;7435;17150;;;DE;
5300045486;7436;17150;;;DE;
5300045487;7437;17150;;;DE;
5300045501;6025;77020;;;DE;
5300045503;7440;17150;;;DE;
5300045504;7441;17150;;;DE;
5300045505;7442;17150;;;DE;
5300045529;4410;77020;;;DE;
5300045530;4411;77020;;;DE;
5300045579;7300;77080;;;DE;
5300045799;5975;77020;;;DE;
5300045891;6187;67089;;;DE;
5300045884;7461;17150;;;DE;
5300046193;7488;82643;;;DE;
5300046242;5795;82395;;;DE;
5300046246;7493;82033;;;DE;
5300037690;6591;82031;;;DE;
5300043124;7213;82041;;;DE;
5300017186;3223;82041;;;DE;
5300046308;7495;82513;;;DE;
5300046342;5860;77020;;;DE;
5300037077;6554;82422;;;DE;
5300046397;5872;77020;;;DE;
5300046378;5861;77020;;;DE;
5300046415;7498;64191;;;DE;
5300046419;6726;77020;;;DE;
5300046475;5589;77020;;;DE;
5300028178;5909;10874;;;DE;
5300035599;A001;77020;;;DE;
5300035550;6192;82033;;;DE;
5300046822;7528;41139;;;DE;
5300046947;7536;82548;;;DE;
5300047062;7540;82360;;;DE;
5300047063;7545;82041;;;DE;
5300047108;7554;82304;;;DE;
5300031852;5796;41139;;;DE;
5300047166;3092;77020;;;DE;
5300045203;7423;82603;;;DE;
5300047230;7586;82643;;;DE;
5300047250;7592;67620;;;DE;
5300047294;7596;82360;;;DE;
5300047339;B011;77080;;;DE;
5300047384;7604;82602;;;DE;
5300014712;5986;82603;;;DE;
5300047472;7327;77080;;;DE;
5300047610;7617;11528;;;DE;
5300047826;7629;16586;;;DE;
5300047827;7621;77020;;;DE;
5300047809;7628;16245;;;DE;
5300047914;7632;41369;;;DE;
5300047962;3149;77020;;;DE;
5300047958;7098;77020;;;DE;
5300048269;7585;77030;;;DE;
5300048290;7585;77020;;;DE;
5300047231;7585;82643;;;DE;
5300036209;6256;82603;;;DE;
5300048304;7286;77020;;;DE;
5300048305;5040;77020;;;DE;
5300048306;5158;77020;;;DE;
5300048334;7611;77020;;;DE;
5300027735;3543;82603;;;DE;
5300018252;3235;82603;;;DE;
5300048372;7639;72576;;;DE;
5300043127;7214;82041;;;DE;
5300037740;6592;82041;;;DE;
5300037777;6597;82041;;;DE;
5300027117;3509;82041;;;DE;
5300048437;7644;67620;;;DE;
5300048438;7645;67620;;;DE;
5300048470;3311;77020;;;DE;
5300038926;7091;82643;;;DE;
5300042787;7171;82643;;;DE;
5300032437;5854;82643;;;DE;
5300037278;6572;82643;;;DE;
5300041620;7149;82643;;;DE;
5300011716;4420;82643;;;DE;
5300048452;7652;41080;;;DE;
5300029811;5438;11634;;;DE;
5300029813;5553;11634;;;DE;
5300031819;5789;11634;;;DE;
5300047144;7568;11634;;;DE;
5300047145;7569;11634;;;DE;
5300047147;7571;11634;;;DE;
5300047148;7572;11634;;;DE;
5300047149;7573;11634;;;DE;
5300046727;7523;11634;;;DE;
5300047133;7558;11634;;;DE;
5300047116;7564;11634;;;DE;
5300047119;7567;11634;;;DE;
5300047132;7557;11634;;;DE;
5300047193;7579;11634;;;DE;
5300047212;7581;11634;;;DE;
5300047213;7582;11634;;;DE;
5300047214;7583;11634;;;DE;
5300047215;7584;11634;;;DE;
5300047232;7587;11634;;;DE;
5300047233;7588;11634;;;DE;
5300047242;7589;11634;;;DE;
5300047243;7590;11634;;;DE;
5300047235;7591;11634;;;DE;
5300047266;7593;11634;;;DE;
5300047293;7595;11634;;;DE;
5300048472;7646;11634;;;DE;
5300048473;7647;11634;;;DE;
5300048474;7648;11634;;;DE;
5300046729;7525;11634;;;DE;
5300048533;8811;77020;;;DE;
5300046669;7518;69717;;;DE;
5300048534;7656;82131;;;DE;
5300048536;7657;67978;;;DE;
5300048561;7659;63347;;;DE;
5300035113;6170;82131;;;DE;
5300042701;7163;82131;;;DE;
5300019907;5271;82131;;;DE;
5300044831;7371;82131;;;DE;
5300041622;7152;82360;;;DE;
5300048664;5995;77020;;;DE;
5300045939;7462;82513;;;DE;
5300034891;5896;82513;;;DE;
5300039168;7120;82513;;;DE;
5300018956;3243;82193;;;DE;
5300022543;3336;82193;;;DE;
5300048863;7671;82691;;;DE;
5300048858;7673;63726;;;DE;
5300048909;3458;71337;;;DE;
5300048945;6505;77020;;;DE;
5300048967;7676;19260;;;DE;
5300049016;B022;77020;;;DE;
5300049017;B022;77030;;;DE;
5300049018;B022;77080;;;DE;
5300049102;8825;77020;;;DE;
5300049103;8825;77030;;;DE;
5300049120;5433;77020;;;DE;
5300049121;5433;77030;;;DE;
5300049122;5433;77080;;;DE;
5300049256;5406;76231;;;DE;
5300049325;7683;82332;;;DE;
5300049326;7684;82604;;;DE;
5300049415;B015;18035;;;DE;
5300049421;6354;77020;;;DE;
5300049422;6354;77030;;;DE;
5300049452;7686;16245;;;DE;
5300049622;7074;77020;;;DE;
5300049616;7285;77080;;;DE;
5300047386;7285;77020;;;DE;
5300049704;7351;77080;;;DE;
5300049705;7351;77020;;;DE;
5300049703;7703;82513;;;DE;
5300049773;8614;20446;;;DE;
5300049812;7714;77020;;;DE;
5300049813;7714;77030;;;DE;
5300049814;7714;77080;;;DE;
5300049938;7728;68495;;;DE;
5300049889;7726;82041;;;DE;
5300050047;5891;77030;;;DE;
5300050313;B024;77030;;;DE;
5300050314;B024;77020;;;DE;
5300050353;4170;77080;;;DE;
5300050355;7719;11634;;;DE;
5300026229;4982;82055;;;DE;
5300050382;7738;77020;;;DE;
5300050383;7738;77030;;;DE;
5300050384;7738;77080;;;DE;
5300050388;7739;11634;;;DE;
5300050494;7741;16245;;;DE;
5300050498;6582;77020;;;DE;
5300050499;6582;77080;;;DE;
5300050502;7743;77020;;;DE;
5300050503;7743;77030;;;DE;
5300050504;7743;77080;;;DE;
5300050501;7743;82422;;;DE;
5300050565;7745;82513;;;DE;
5300050569;7746;11634;;;DE;
5300051271;7750;82603;;;DE;
5300051277;7752;77020;;;DE;
5300051346;7773;77020;;;DE;
5300051347;7773;77030;;;DE;
5300051348;7773;77080;;;DE;
5300051355;7774;10874;;;DE;
5300051345;7773;10874;;;DE;
5300051357;7774;77020;;;DE;
5300051358;7774;77030;;;DE;
5300051359;7774;77080;;;DE;
5300051381;7777;11634;;;DE;
5300051410;7781;11634;;;DE;
5300051420;7782;11634;;;DE;
5300051421;7783;11634;;;DE;
5300051422;7784;11634;;;DE;
5300051423;7785;11634;;;DE;
5300051415;7788;17150;;;DE;
5300050500;7742;82131;;;DE;
5300051692;7072;77030;;;DE;
5300051693;7072;77020;;;DE;
5300051695;7365;77020;;;DE;
5300051697;7797;41147;;;DE;
5300051711;7797;77020;;;DE;
5300028754;5592;82603;;;DE;
5300048862;7670;82603;;;DE;
5300014901;3174;82603;;;DE;
5300031193;5768;82603;;;DE;
5300027350;3513;82603;;;DE;
5300051272;7751;82603;;;DE;
5300051805;B026;77020;;;DE;
5300051806;B026;77080;;;DE;
5300051807;B026;77030;;;DE;
5300032506;4393;68028;;;DE;
5300029931;0048;68028;;;DE;
5300042830;1508;82365;;;DE;
5300043599;7194;82365;;;DE;
5300020608;0845;82365;;;DE;
5300021710;1820;82365;;;DE;
5300014027;0511;82365;;;DE;
5300022350;0882;82365;;;DE;
5300023835;0955;82365;;;DE;
5300030083;0703;82365;;;DE;
5300012443;0329;82365;;;DE;
5300032525;4392;41493;;;DE;
5300051993;7810;82131;;;DE;
5300027701;3537;82603;;;DE;
5300052034;7811;82131;;;DE;
5300052093;6169;77080;;;DE;
5300052115;7767;77020;;;DE;
5300052116;7767;77030;;;DE;
5300052119;7769;77020;;;DE;
5300052150;7769;77030;;;DE;
5300052159;7815;82513;;;DE;
5300049771;3171;20446;;;DE;
5300034610;6150;82360;;;DE;
5300045050;7365;18427;;;DE;
5300052303;7817;67620;;;DE;
5300052385;7818;41080;;;DE;
5300052422;7601;77020;;;DE;
5300052423;7601;77080;;;DE;
5300047371;7601;17150;;;DE;
5300052424;7819;18427;;;DE;
5300052427;7820;82041;;;DE;
5300030250;5653;82031;;;DE;
5300039227;7220;82031;;;DE;
5300048688;7663;82603;;;DE;
5300052725;7183;77020;;;DE;
5300052726;7183;77030;;;DE;
5300052946;5896;77020;;;DE;
5300052964;7833;82513;;;DE;
5300052975;7834;82513;;;DE;
5300053105;7847;19429;;;DE;
5300053148;7717;77020;;;DE;
5300053149;7717;77030;;;DE;
5300053420;6931;77080;;;DE;
5300053421;7857;18427;;;DE;
5300053422;7859;82041;;;DE;
5300053538;7862;77020;;;DE;
5300053539;7862;77030;;;DE;
5300053590;7862;77080;;;DE;
5300053537;7862;82304;;;DE;
5300053627;7778;68495;;;DE;
5300053628;7852;68495;;;DE;
5300049811;7714;82232;;;DE;
5300053732;7869;77020;;;DE;
5300053733;7869;77030;;;DE;
5300053734;7869;77080;;;DE;
5300053731;7869;82511;;;DE;
5300053804;6299;77080;;;DE;
5300036924;6299;82603;;;DE;
5300023928;3342;82603;;;DE;
5300054144;6429;77020;;;DE;
5300054145;6429;77080;;;DE;
5300054190;7882;77020;;;DE;
5300054191;7882;77030;;;DE;
5300054192;7882;77080;;;DE;
5300054169;7882;67089;;;DE;
5300050049;7733;65822;;;DE;
5300050060;7734;63726;;;DE;
5300053893;7874;82603;;;DE;
5300054018;7876;82131;;;DE;
5300054275;7867;77020;;;DE;
5300054276;7867;77030;;;DE;
5300054277;8838;77080;;;DE;
5300054562;7891;77020;;;DE;
5300054563;7891;77030;;;DE;
5300054564;7891;77080;;;DE;
5300054561;7891;82305;;;DE;
5300021512;3216;68495;;;DE;
5300036235;6263;82603;;;DE;
5300051270;7749;82603;;;DE;
5300023819;4755;67505;;;DE;
5300030743;5677;66066;;;DE;
5300048182;7636;68495;;;DE;
5300016942;4320;67505;;;DE;
5300027534;3526;67505;;;DE;
5300054705;4983;77020;;;DE;
5300054706;7523;77020;;;DE;
5300054707;7524;77020;;;DE;
5300054708;7525;77020;;;DE;
5300050381;7738;17132;;;DE;
5300053701;7867;82603;;;DE;
5300052152;7814;68495;;;DE;
5300054732;7685;77020;;;DE;
5300044825;7369;82131;;;DE;
5300044823;7368;82131;;;DE;
5300043785;7313;82131;;;DE;
5300043784;7309;82131;;;DE;
5300043072;7189;82131;;;DE;
