Lieferant;Name des Lieferanten;Straße;Lnd;PLZ;Ort;Gruppe;Suchbegriff;S;SF;LöVm;CPD-Konto;EkOr;Bezeichnung;ZBed;IncTm;Inco. 2;S_1;L;MindWert;Währ.;Verkäufer;Telefon;EkOr_2;Anzahl
10019;Rehms Druck GmbH;Landwehr 52;DE;46325;Borken/Westfalen;1;REHMS;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
10043;Vibromac Technology Solutions;Via Primo Maggio 2/4;IT;20070;San Zenone al Lambro;1;VIBROMAC I;;;;;1000;Zentraleinkauf;33;FH;;;;0;EUR;;;;1
10044;xxx Merck Chemicals GmbH;Feldbergstr. 80;DE;64293;Darmstadt;1;MERCK CHEM;X;99;;;1000;Zentraleinkauf;39;DDP;;X;;0;EUR;;;;1
10052;Netzsch-Gerätebau GmbH;Wittelsbacher Str. 42;DE;95100;Selb;1;NETZSCH;;;;;1000;Zentraleinkauf;39;CIP;Hamburg;;;0;EUR;;;;1
10060;Hermann Fritzsche GmbH;Stresemannstr. 375;DE;22761;Hamburg;1;FRITZSCHE;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10073;Bohmeyer + Schuster GmbH;Jungstr. 4;DE;10247;Berlin;1;BOHMEYER +;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
10074;SMC Pneumatik GmbH;Boschring 13 - 15;DE;63329;Engelsbach;1;SMC PNEUMA;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
10083;Tartler GmbH;Relystr. 48;DE;64720;Michelstadt;1;TARTLER;;;;;1000;Zentraleinkauf;90;DAP;;;;0;EUR;;;;1
10093;eNeG Vertrieb-und;Försterweg 144-146;DE;22525;Hamburg;1;ENEG;;;;;1000;Zentraleinkauf;39;DAP;Hamburg;;;0;EUR;;;;1
10129;Composyst GmbH;Am Penzinger Feld 15b;DE;86899;Landsberg am Lech;1;COMPOSYST;;;;;1000;Zentraleinkauf;93;EXW;;;;0;EUR;;;;1
10136;PPS. Imaging GmbH;Friesenweg Haus 1-3 4;DE;22763;Hamburg;1;PPS;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10142;HBC-radiomatic GmbH;Hauert 18;DE;44227;Dortmund;1;HBC;;;;;1000;Zentraleinkauf;31;EXW;;;;0;EUR;;;;1
10143;E.I.S. AIRCRAFT;Im Hengstfeld 26;DE;32657;Lemgo;1;DEVA;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10145;xxx BYK Additives GmbH;Stadtwaldstraße 44;DE;85368;Moosburg;1;(L) BYK AD;X;3;;;1000;Zentraleinkauf;39;EXW;;X;;0;EUR;;;;1
10175;Tool-Temp Deutschland GmbH;Am Rottland 2;DE;58540;Meinerzhagen;1;TOOL;;;;;1000;Zentraleinkauf;198;DAP;;;;0;EUR;;;;1
10255;Horst Busch Elektro-Technik GmbH;Karnapp 37;DE;21079;Hamburg;1;BUSCH;;;;;1000;Zentraleinkauf;67;DAP;;;;0;EUR;;;;1
10294;Physikalisch-Technische Bundesanst.;Bundesallee 100;DE;38116;Braunschweig;1;PHYSIKALIS;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10295;Bandelin electronic GmbH;Heinrichstraße 3-4;DE;12207;Berlin;1;BANDELIN;;;;;1000;Zentraleinkauf;1;DAP;;;;0;EUR;;;;1
10309;NEOVEND GmbH;Sternbachplatz 5;AT;A-6020;Innsbbruck;1;ALLESBECHE;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
10321;Gustav Klauke GmbH;Auf dem Kapp 46;DE;42855;Remscheid;1;KLAUKE;;;;;1000;Zentraleinkauf;29;DDP;;;;0;EUR;;;;1
10323;Metallhandel-Blechzuschnitte Sauer;Grabenbäume 39;DE;57250;Netphen;1;SAUER;;;;;1000;Zentraleinkauf;205;EXW;;;;0;EUR;;;;1
10327;Ralicks Industrie- und Umwelttechni;Weseler Landstraße 236;DE;46459;Rees;1;RALICKS;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
10347;Shimadzu Deutschland GmbH;Keniastraße 38;DE;47269;Duisburg;1;SHIMADZU;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
10352;Plymoth-Plymex GmbH;Zilzkreuz 7;DE;53604;Bad Honnef;1;PLYMOTH;;;;;1000;Zentraleinkauf;31;DAP;;;;0;EUR;;;;1
10356;xxx GREMTEK GmbH;Robert-Bosch-Straße 20-24;DE;25451;Quickborn;1;(L) GREMTE;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
10358;InterGastro GmbH;Heiliger Weg 60g;DE;44135;Dortmund;1;INTERGASTR;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10361;Dennert Namensschilder GmbH;Jevenstedter Str. 94;DE;22547;Hamburg;1;DENNERT;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
10362;FaltSchachtel Hamburg dyecut GmbH;Wördemanns Weg 58;DE;22527;Hamburg;1;FALT;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
10364;Karolit GmbH;Hauptstraße 53;DE;74912;Kirchardt;1;KAROLIT;;;;;1000;Zentraleinkauf;90;EXW;Kirchardt;;;0;EUR;;;;1
10379;Peter Frisch GmbH;Isar-Ring 11;DE;80805;München;1;FRISCH;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10435;SEAT Deutschland Niederlassung GmbH;Osterfeldstrasse 20;DE;22529;Hamburg;1;SEAT;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
10473;EverZinc Norway AS;Hoffsgt. 10;NO;3262;Larvik;1;EVERZINC N;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
10509;Bindemann Verpackung e. Kfm.;Treuburger Platz 2;DE;28755;Bremen;1;BINDEMANN;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
10524;Ames Advanced Materials Corporation;3900 South Clinton Ave;US;7080;South Plainfield NJ;1;(L) AMES A;;;;;1000;Zentraleinkauf;39;EXW;Ames plant;;;0;USD;;;;1
10525;Michael Eckert;Fliederweg 6;DE;36119;Neuhof;1;ECKERT;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10540;Fine Label;Pappelallee 1;DE;6132;Halle;1;FINE;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
10546;Thai Matsuo Co., Ltd.;Mercury Towerr 12th Floor, ploenchi;TH;10330;Bangkok;1;MATSUO;;;;;1000;Zentraleinkauf;39;DDU;Hamburg;;;0;USD;;;;1
10559;Lekupack eG;Schinkenstrasse 1a;DE;33415;Verl-Sürenheide;1;LEKUPACK;;;;;1000;Zentraleinkauf;198;DDP;;;;0;EUR;;;;1
10560;Gremtek GmbH;Eckernförder Strasse 44A;DE;24398;Karby;1;GREMTEK;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
10577;Safety-Kleen Deutschland GmbH;Meisterweg 16;DE;32427;Minden;1;SAFETY-KLE;;;;;1000;Zentraleinkauf;205;;;;;0;EUR;;;;1
10597;Siebold / Hamburg Messebau GmbH;Kronsaalsweg 45;DE;22525;Hamburg;1;SIEBOLD;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10622;EJS Verpackungen AG;Dählenweg 2;CH;3054;Schüpfen;1;EJS;;;;;1000;Zentraleinkauf;33;FH;ab 750,00 Fr;;;0;EUR;;;;1
10623;Otto E. Kobe KG;Anneliese Pohl Allee 5;DE;35037;Marburg;1;KOBE;;;;;1000;Zentraleinkauf;67;EXW;;;;0;EUR;;;;1
10624;Sartorius Weighing Technology GmbH;Weender Landstrasse 94-108;DE;37075;Göttingen;1;(L) SARTOR;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
10625;Köhler GmbH;In den Wiesen 44;DE;56070;Koblenz;1;KÖHLER;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10627;Kleinmann GmbH;Am Trieb 13;DE;72820;Sonnenbühl-Undingen;1;KLEINMANN;;;;;1000;Zentraleinkauf;22;EXW;;;;0;EUR;;;;1
10651;Brenntag GmbH;Stinnes-Platz 1;DE;45472;Mühlheim an der Ruhr;1;(L) USD!!!;;3;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
10652;Jürgen Jeurink GmbH & Co. KG;Hans-Duncker-Straße 4;DE;21035;Hamburg;1;JEURINK;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10678;Fischer Elektronik GmbH & Co.;Karl-Metten-Ring 1;DE;15749;Mittenwalde;1;FISCHER;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
10685;Glaswarenfabrik Karl Hecht Gmbh & C;Stettener Straße 22-24;DE;97647;Sondheim / Rhön;1;GLASWARENF;;;;;1000;Zentraleinkauf;1;EXW;;;;0;EUR;;;;1
10713;RAKO Etiketten Berlin – Brandenburg;Gewerbepark 25;DE;16833;Fehrbellin OT Tarmow;1;RAKO;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10726;RISO Deutschland GmbH;Steilshooper Allee 80;DE;22309;Hamburg;1;RISO;;;;;1000;Zentraleinkauf;65;;;;;0;EUR;;;;1
10747;BRB International B.V.;Branskamp 12;NL;6014;CB Ittervoort;1;BRB;;;;;1000;Zentraleinkauf;198;DDP;;;;0;EUR;;;;1
10748;Felt Industries S. A.;Rue du Château Boîte Postale 1;FR;82010;Mouzon;1;FELT INDUS;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
10777;Buddeberg GmbH;Mallaustr. 49;DE;68219;Mannheim;1;BUDDEBERG;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
10802;Repi S.r.l.;Ia Benjamin Franklin 2;IT;21050;Lonate Ceppino;1;REPI;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
10803;xxxSibelcoEurope/Ankersmit Maalbedr;Op de Bos 300;NL;6223;EP Maastricht;1;(L) SIBELC;X;99;;;1000;Zentraleinkauf;39;DDP;;X;;0;EUR;;;;1
10812;Rometsch GmbH;Talheimer Str. 17/1;DE;74081;Heilbronn;1;ROMETSCH;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
10830;Ba-Tex;Eichelbergstraße 16;DE;9212;Limbach-Oberfrohna;1;BA-TEX;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
10835;Polyform GmbH & Co.KG;Braasstraße 15;DE;31737;Rinteln;5;POLYFORM;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
10836;Vollrath GmbH;Max-Planck-Str. 13;DE;50354;Hürth;1;VOLLRATH;;;;;1000;Zentraleinkauf;67;EXW;Hürth;;;0;EUR;;;;1
10848;GRIMM Gastronomiebedarf GmbH;Artilleriepark 9;DE;14624;Dallgow-Döberitz;1;GRIMM;;;;;1000;Zentraleinkauf;90;FH;;;;0;EUR;;;;1
10866;Swissatest Testmaterialien AG;Mövenstrasse 12;CH;CH-9015;St. Gallen;1;SWISSATEST;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
10874;Deutsche Baryt-Industrie;Bahnhofstr. 21 – 39;DE;37431;Bad Lauterberg;1;BARYT;;;;;1000;Zentraleinkauf;39;DAP;Bestimmungsort;;;0;EUR;;;;1
10875;A-K Hueser UG;Schubertstr. 8;DE;72813;St. Johann;1;HUESER;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
10895;Collomix Rühr- und Mischgeräte GmbH;Daimlerstrasse 9;DE;85080;Gaimersheim;1;COLLOMIX;;;;;1000;Zentraleinkauf;;EXW;;;;0;EUR;;;;1
10897;ASK Chemicals GmbH;Reisholzstr. 16-18;DE;40721;Hilden;1;ASK;;;;;1000;Zentraleinkauf;39;CPT;Firmenstandort;;;0;EUR;;;;1
10903;Carl Wilhelm Meyer GmbH & Co. KG;Ammerländer Heerstraße 260;DE;26129;Oldenburg;1;MEYER;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
10914;Balluff GmbH;Schurwaldstraße 9;DE;73765;Neuhausen a.d.F.;1;BALLUFF;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
10948;WULFF GmbH u. Co. KG;Wersener Str. 3;DE;49504;Lotte;1;WULFF;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
10961;LAT Laser Applikations Technik GmbH;Alfred-Brehm-Straße 5;DE;85053;Ingolstadt;1;LAT;;;;;1000;Zentraleinkauf;518;EXW;Ingolstadt;;;0;EUR;;;;1
10967;FluidSystems GmbH & Co. KG;Daimlerstraße 14a;DE;41564;Kaarst;1;FLUIDSYSTE;;;;;1000;Zentraleinkauf;31;EXW;;;;0;EUR;;;;1
10996;Haltec Hallensysteme GmbH;Großer Kamp 6;DE;22885;Barsbüttel;1;HALTEC;;;;;1000;Zentraleinkauf;90;;;;;0;EUR;;;;1
10999;E.K.I. B.V.;De Biezen 1;NL;6541;BN NIJMEGEN;1;E.K.I.;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
11004;Duisberg production;Spielbruch 33;DE;42659;Solingen;1;DUISBERG;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
11011;SAM International B.V.;Königsallee 2b;DE;40213;Düsseldorf;1;SAM;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
11021;Inabata Europe GmbH;Am Seestern 4;DE;40547;Düsseldorf;1;INABATA EU;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
11025;Bindesysteme Schönherr GmbH;Rübenkamp 17;DE;21220;Seevetal;1;SCHÖNHERR;;;;;1000;Zentraleinkauf;67;EXW;;;;0;EUR;;;;1
11058;xxx Testlieferant;Georg-Wilhelm-Str. 189;DE;21107;Hamburg;1;(L) TESTLI;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
11061;KGW-Isotherm;Gablonzer Str. 6;DE;76185;Karlsruhe;1;KGW;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
11088;M.S.B. GmbH;Neuffener Straße 24;DE;72574;Bad Urach;1;MSB;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
11105;NeuFilter GmbH;Heinrich-Hertz-Straße 14;DE;48599;Gronau;1;NEUFILTER;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
11155;Radpol S. A.;Czluchow 77-300;PL;14;Batorego;1;RADPOL;;;;;1000;Zentraleinkauf;33;EXW;;;;0;EUR;;;;1
11156;Sartorius  Lab Instuments GmbH & Co;Otto-Brenner-Straße 20;DE;37079;Göttingen;1;SARTORIUS;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
11158;AVENTICS GmbH;Ulmer Straße 4;DE;30880;Laatzen;1;AVENTICS;;;;;1000;Zentraleinkauf;39;CPT;LAATZEN;;;0;EUR;;;;1
11165;Wetterladen;Am Stumpenberg 14;DE;74417;Gschwend;1;HUNGER;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
11173;UBE Chemical Europe, S.A.U.;Polígono Industrial El Serrallo;ES;12100;Castellón de la Plana;1;UBE;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
11175;Plan Concept Dr. Lichtenberg GmbH;Ruhrau 66;DE;45279;Essen;1;PLAN CONCE;;;;;1000;Zentraleinkauf;90;EXW;;;;0;EUR;;;;1
11179;TQC B.V.;2908 LL, Capelle aan den Ussel;NL;;The Netherlands;1;TQC;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
11217;WTH Walter Thieme Handel GmbH;Beguinenstraße 13;DE;21682;Stade;1;WTH;;99;;;1000;Zentraleinkauf;39;DDP;;X;;0;EUR;;;;1
11227;Schremawerbung KG;Petersburg 53;DE;35075;Gladenbach;1;SCHREMA;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
11249;Nexans Power Accessories Germany Gm;Ferdinand-Porsche-Straße 12;DE;95028;Hof;1;NEXANS POW;;;;;1000;Zentraleinkauf;31;EXW;;;;0;EUR;;;;1
11252;WIWA Wilhelm Wagner GmbH & Co KG;Gewerbestraße 1-3;DE;35633;Lahnau;1;WAGNER;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
11274;Inabata Europe GmbH;Am Seestern 4;DE;40547;Düsseldorf;1;INABATA;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
11276;S-Polytec GmbH;Jurgensstr. 5;DE;47574;Goch;1;S-POLYTEC;;;;;1000;Zentraleinkauf;90;EXW;;;;0;EUR;;;;1
11281;Activatec International GmbH & Co.;Brookstieg 21;DE;22145;Stapelfeld;1;ACTIVATEC;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
11283;xxx Neuscheler, Reinhard;Metzinger Str. 64;DE;72766;Reutlingen;1;(L) NEUSCH;X;3;;;1000;Zentraleinkauf;67;DDP;;X;;0;EUR;;;;1
11286;Elektro Bächle GmbH;Hochsträß 2;DE;72587;Römerstein-Zahiningen;1;ELEKTRO;;;;;1000;Zentraleinkauf;90;;;;;0;EUR;;;;1
11313;Still GmbH;Daimlerstr. 35;DE;71384;Weinstadt;1;STILL;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
11331;X-Rite GmbH;Fraunhoferstr. 14;DE;82152;Martinsried;1;X-RITE GMB;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
11332;xxx BTC Europe GmbH;Industriestraße 20;DE;91593;Burgbernheim;1;(L) BTC;X;3;;;1000;Zentraleinkauf;39;CPT;Hamburg;X;;0;EUR;;;;1
11333;Gumprecht Oberflachentechnik GmbH;Beckedorfer Bogen 19;DE;21218;Seevetal;1;(L) GUMPRE;X;3;;;1000;Zentraleinkauf;22;DDP;;X;;0;EUR;;;;1
11347;objekt B.;Hülbener Str. 80;DE;72581;Dettingen;1;OBJEKT B;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
11363;Logistikplanung Rusche;Georg-Wilhelm-Straße 183b;DE;21107;Hamburg;1;LOGISTIKPL;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
11367;Re-In Retail International GmbH;Nordring 98a;DE;90409;Nürnberg;1;RE-IN;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
11386;Graphit Kropfmühl GmbH;Langheinrichstr.1;DE;94051;Hauzenberg;1;GRAPHIT;;;;;1000;Zentraleinkauf;1;EXW;;;;0;EUR;;;;1
11426;Scapa Deutschland GmbH;Carl-Reuther-Straße 3;DE;68305;Mannheim;1;SCAPA;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
11448;xxx Mewes Oberflächentechnik GmbH;Beckedorfer Bogen 19;DE;21218;Seevetal;1;(L) MEWES;X;3;;;1000;Zentraleinkauf;31;;;X;;0;EUR;;;;1
11463;Walter Gerätebau GmbH;Neue Heimat 16;DE;74343;Sachsenheim;1;WALTER;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
11466;Torso-Verlag e.K.;Obere Grüben 8;DE;97877;Wertheim;1;TORSO;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
11479;Safic-Alcan;Abelesttionsstraat 2/nr;BE;8970;Poperinge;1;(L) SAFIC;;3;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
11499;xxx Rayher Paletten GmbH;Heinrich-Otto-Str. 6;DE;73240;Wendlingen;1;(L) RAYHER;X;99;;;1000;Zentraleinkauf;67;DDP;;X;;0;EUR;;;;1
11514;UVECO GmbH;Bruckmühler Straße 27;DE;83052;Bruckmühl;1;UVECO;;;;;1000;Zentraleinkauf;67;EXW;;;;0;EUR;;;;1
11523;BALZER Bildungskonzepte GmbH;Am Tennisplatz 12;DE;21684;Stade;1;BALZER;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
11525;Huntsman Holland B.V. (PU);Everslaan 45;BE;3078;Everberg;1;(L)HUNTSM.;X;3;;;1000;Zentraleinkauf;31;DDP;;X;;0;EUR;;;;1
11526;Prontotype e.K.;Kleine Bahnstr. 6;DE;22525;Hamburg;1;PRONTOTYPE;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
11528;Performance Chemicals H. GmbH;Steinbecker Str. 102 K;DE;21244;Buchholz i.d. N.;1;PERFORMANC;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
11564;HILTI Deutschland AG;Hiltistr. 2;DE;86915;Kaufering;1;HILTI;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
11572;Eppendorf Vertrieb Deutschland GmbH;Peter-Henlein-Straße 2;DE;50389;Wesseling-Berzdorf;1;EPPENDORF;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
11588;Kurt Schneider Maschinenbau GmbH;Wörrstadter Str. 17-19;DE;55286;Sulzheim;1;SCHNEIDER;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
11597;Sartorius Lab Instruments;Otto_brenner-Str 20;DE;37079;Göttingen;1;SARTO LAB;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
11622;Thermo Fisher Scientific GmbH;Im Steingrund 4-6;DE;63303;Dreieich;1;THERMO;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
11630;ELBE Gastromiet GmbH;Ohmoor 37;DE;22455;Hamburg;1;GASTROMIET;;;;;1000;Zentraleinkauf;93;DDP;;;;0;EUR;;;;1
11634;ISL-Chemie GmbH;Cliev 11;DE;51515;Kürten;1;ISL;;;;;1000;Zentraleinkauf;23;DDP;;;;0;EUR;;;;1
11639;Solvin GmbH & Co. KG;Hans-Böckler-Allee 20;DE;30173;Hannover;1;SOLVIN;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
11640;STEAB S.p.A.;Via G.Marconi 1/3;IT;50068;Zona Industriale Scopeti;1;STEAB;;;;;1000;Zentraleinkauf;34;DDP;;;;0;EUR;;;;1
11669;Ergo Pack Deutschland GmbH;Hanns-Martin-Schleyer-Str. 21;DE;89415;Lauingen/Donau;1;ERGO PACK;;;;;1000;Zentraleinkauf;90;DAP;;;;0;EUR;;;;1
11690;Pein Personenleitsysteme.eu Inh. Cl;Am Schierenberg 1 a;DE;21227;Bendestorf;1;PEIN PERSO;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
11751;Martin Lohse Industrievertretungen;Südstr. 43;DE;21698;Harsefeld;1;LOHSE INDU;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
11755;Stäubli Tec-System GmbH;Theodor-Schmidt-Str. 19;DE;95448;Bayreuth;1;STÄUBLI TE;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
11804;NDOOR Industrietore GmbH & Co. KG;Lüneburger Schanze 13;DE;21604;Buxtehude;1;NDOOR;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
11816;Breddermann Kunstharze;Otto-Hahn-Str. 22;DE;48480;Schapen;1;BREDDERMAN;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
11832;Arnold Rückert;Schmidts Breite 19;DE;21107;Hamburg;1;RÜCKERT;;;;;1000;Zentraleinkauf;;DAP;;;;0;EUR;;;;1
11847;Schoeller Allibert GmbH;Sacktannen;DE;19057;Schwerin;1;SCHOELLER;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
11861;Krause-Werk GmbH & Co. KG;Am Kreuzweg 3;DE;36304;Alsfeld;1;KRAUSE;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
11863;Brands Teamtex GmbH;Müllerstraße 11;DE;21244;Buchholz;1;BRANDS TEA;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
11903;Th. Geyer GmbH & Co. KG;Oehleckerring 14;DE;22419;Hamburg;1;TH. GEYER;;;;;1000;Zentraleinkauf;39;DAP;;;;150;EUR;;;;1
11907;Ergotrading GmbH;Burchardstr. 6;DE;20095;Hamburg;1;ERGO;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
11914;XXXGaerner GmbH nicht bestellen;Ruhrofer Str. 195;DE;47119;Duisburg;1;GAERNER;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
11936;Dienstleistungs- und Schiffsaus-;Gustav-Holzmann-Str. 10;DE;10317;Berlin;1;DIENSTLEIS;;;;;1000;Zentraleinkauf;205;UN;;;;0;EUR;;;;1
11964;Otto Bock Kunststoff GmbH;Max-Näder-StraBe 15;DE;37115;Duderstadt;1;OTTO BOCK;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
11967;Action Office oHG;Gutenbergstr 36;DE;21465;Reinbek;1;ACTION OFF;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
12017;Eukalin Spezial-Klebstoff Fabrik Gm;Ernst-Abbe-Str. 10;DE;52249;Eschweiler;1;EUKALIN;;;;;1000;Zentraleinkauf;22;CPT;Destination;;;0;EUR;;;;1
12033;WIMA-Verfahrenstechnik GmbH;Lange Göhren 9;DE;39171;Sülzetal;1;WIMA;;;;;1000;Zentraleinkauf;198;DDP;;;;0;EUR;;;;1
12063;Gie-Tec GmbH;An der Schlierbach 18;DE;36132;Eiterfeld;1;GIE-TEC;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
12065;überschreiben!!;;DE;;;1;ÜBERSCHREI;;3;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
12070;Sinntec Schmiersysteme GmbH;Neue Straße 6;DE;29690;Grethem;1;SINNTEC;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
12076;xxx Evonik Resource Efficiency GmbH;Rodenbacher Chaussee 4;DE;63457;Hanau-Wolfgang;1;(L) EVONIK;X;99;;;1000;Zentraleinkauf;214;DDP;;X;;0;EUR;;;;1
12097;Schumacher Packaging GmbH;Enniekillener Straße 19;DE;33647;Bielefeld;1;PACKAGING;;;;;1000;Zentraleinkauf;4;DDP;;;;0;EUR;;;;1
12131;Fill & Roll GmbH;Gärtnerstraße 6;DE;25335;Elmshorn;1;FILL;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
12135;Phoseon Technology;7425 NW Evergreen Parkway;US;97214;Hillsboro OR;1;PHOSEON;;;;;1000;Zentraleinkauf;67;EXW;;;;0;EUR;;;;1
12137;ASSA ABLOY Entrance Systems;Lagerstr. 45;DE;64807;Dieburg;1;ASSA;;;;;1000;Zentraleinkauf;200;DDP;;;;0;EUR;;;;1
12182;Siegrist GmbH;An der Tagweide 6;DE;76139;Karlsruhe;1;SIEGRIST;;;;;1000;Zentraleinkauf;1;EXW;;;;0;EUR;;;;1
12183;Zentrum Fur Messen Und Kalibrieren;Ortsteil Wolfen, P-D ChemiePark;DE;6766;Bitterfeld-Wolfen;1;ZENTRUM;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
12212;Wisag Gebäudereinigung Hamburg;Heidenkampsweg 51;DE;20097;Hamburg;1;WISAG;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
12213;Schäfter+Kirchhoff GmbH;Kieler Straße 212;DE;22525;Hamburg;1;SCHÄFTER;;;;;1000;Zentraleinkauf;;DDP;;;;0;EUR;;;;1
