Lieferant;Name des Lieferanten;Straße;Lnd;PLZ;Ort;Gruppe;Suchbegriff;S;SF;LöVm;CPD-Konto;EkOr;Bezeichnung;ZBed;IncTm;Inco. 2;S_1;L;MindWert;Währ.;Verkäufer;Telefon;EkOr_2;Anzahl
69660;xxx Aug.Hedinger;;NL;;Niederlande;1;(L) AUG.HE;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
69669;xxx Lubrizol;;GB;;GB;1;(L) LUBRIZ;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
69670;xxx Rio Tinto;;FR;;Frankreich;1;(L) RIO TI;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
69671;xxx Arpadis;;NL;;Niederlande;1;(L) ARPADI;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
69679;xxx DSM NeoResins B.V.;;DE;;Deutschland;1;(L) DSM NE;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
69680;xxx Nordmann, Rassmann;;NL;;Niederlande;1;(L) NORDMA;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
69681;xxx Lubrizol;;NL;;Niederlande;1;(L) LUBRIZ;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
69682;xxx Lubrizol;;NL;;NL;1;(L) LUBRIZ;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
69684;xxx Nordmann, Rassmann;;GB;;GB;1;(L) NORDMA;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
69688;PK Elektronik Vertriebs GmbH;Am Erlengraben 2;DE;76275;Ettlingen;1;PK ELEKTRO;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
69692;Schmid Verlag;Hedwigstraße 13b;DE;93049;Regensburg;1;SCHMID VER;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
69696;Robert GmbH;Weltkampstraße 36;DE;48282;Emsdetten;1;ROBERT;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
69697;DURAG Data Systems GmbH;Kollaustraße 105;DE;22453;Hamburg;1;DURAG;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
69698;xxx ITW;;GB;;;1;(L) ITW;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
69717;Olin Blue Cube Germany Assets GmbH;Am Kronberger Hang 4;DE;65824;Schwalbach;1;OLIN;;;;;1000;Zentraleinkauf;39;DDP;Hamburg;;;0;EUR;;;;1
69741;Comet AG;Herrengasse 10;CH;3175;Flamatt;1;COMET;;;;;1000;Zentraleinkauf;31;FH;;;;0;EUR;;;;1
69761;Asiral GmbH & Co. KG;Hermann-Wehrle-Str. 15;DE;67433;Neustadt/Weinstr.;1;ASIRAL;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
69791;KKC Cases GmbH;Schröttinghauser Str. 20;DE;32351;Stemwede;1;KKC;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
69811;Wetec GmbH & Co. KG;Jägerwald 11;DE;42897;Remscheid;1;WETEC;;;;;1000;Zentraleinkauf;1;EXW;;;;0;EUR;;;;1
69847;Sonepar Deutschland;Südfeldstr. 7;DE;30453;Hannover;1;SONEPAR;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
69851;Bressner Technology GmbH;Industriestraße 51;DE;92194;Gröbenzell/München;1;BRESSNER;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
69873;Auto-Nexus KFT.;Eszak-Keleti ütgyüyü 12;HU;8200;Veszprem;1;AUTO-NEXUS;;;;;1000;Zentraleinkauf;90;DDP;;;;0;HUF;;;;1
69884;Mang + co;Pezendorferstraße 12;DE;91126;Rednitzhembach;1;MANG;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
69885;Dennert Poraver GmbH;Mozartweg 1;DE;96132;Schlüsselfeld;1;DENNERT PO;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
69908;Dennert Poraver GmbH;Mozartweg 1;DE;96132;Schlüsselfeld;1;PORAVER;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
69912;Autohaus Winkler GmbH;Elsterwerdaer Str. 23;DE;1558;Großenhain;1;AUTOHAUS;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
69918;BTC Europe GmbH;Rheinpromenade 1;DE;40789;Monheim am Rhein;1;BTC;;;;;1000;Zentraleinkauf;39;CPT;Hamburg;;;0;EUR;;;;1
69927;J.G, Niederegger GmbH & Co. KG;Zeißstraße 1 - 7;DE;23560;Lübeck;1;NIEDEREGGE;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
69954;Stahl- und Maschinenbau;Müllerstr. 17;DE;21224;Buchholz;1;LÜHMANN;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
69986;Anest Iwata France;Rue de Madrid 25;FR;38070;SAINT-QUENTIN FALLAVIER CEDEX;1;ANEST;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
69993;DeFelsko Corporation;800 Proctor Avenue;US;13669-2205;Ogdensburg, NY;1;DEFELSKO C;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
69999;Goodrich Lighting Systems GmbH;Bertramstraße 8;DE;59557;Lippstadt;1;GOODRICH;;;;;1000;Zentraleinkauf;;DDP;;;;0;USD;;;;1
70009;ESSKA de GmbH;Borstelmannsweg 175;DE;20537;Hamburg;1;ESSKA;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
70043;Steinle Industriepumpen GmbH;Fichtenstraße 113;DE;40233;Düsseldorf;1;STEINLE;;;;;1000;Zentraleinkauf;31;CIF;Hamburg;;;0;EUR;;;;1
70064;xxx CONNEX DEVELOPMENT GmbH i.G.;An der Flachsröße 1a;DE;64367;Mühltal;1;(L) CONNEX;X;99;;;1000;Zentraleinkauf;31;UN;;X;;0;EUR;;;;1
70070;EWEKO GmbH;Engerser Straße 59;DE;56170;Bendorf;1;EWEKO;;;;;1000;Zentraleinkauf;198;DDP;;;;0;EUR;;;;1
70079;Hylomar Limited;Cale Lane, New Springs;GB;WN2 1JT;Wigan;1;HYLOMAR;;;;;1000;Zentraleinkauf;39;UN;;;;0;EUR;;;;1
70092;xxx Otto Bock Schaumstoffwerke GmbH;Max-Näder-Str. 15;DE;37115;Duderstadt;1;(L) BOCK;X;99;;;1000;Zentraleinkauf;39;DDP;;X;;0;EUR;;;;1
70107;IMT Spray Systems GmbH;Gordenhegge 13;DE;48720;Rosendahl;1;IMT SPRAY;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
70124;Winterhalder Selbstklebetechnick Gm;Steinmattenstraße 8;DE;79423;Heitersheim;1;WINTERHALD;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
70138;Exel Technology GmbH;Moselstrasse 19;DE;41464;Neuss;1;EXEL;;;;;1000;Zentraleinkauf;37;;;;;0;EUR;;;;1
70187;H. Gautzsch Elektro GmbH & Co. KG;Martin-Luther-King-Weg 11;DE;48155;Münster;1;GAUTZSCH;;;;;1000;Zentraleinkauf;4;EXW;;;;0;EUR;;;;1
70225;Druck Kontor;Mühlenstr. 22;DE;27356;Rotenburg;1;DRUCK- UND;;;;;1000;Zentraleinkauf;31;EXW;;;;0;EUR;;;;1
70235;ELAFLEX HIBY GmbH & Co KG;Schnackenburgallee 121;DE;22525;Hamburg;1;ELAFLEX;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
70237;Thierry Corporation;4319 Normandy Court;US;;Royal Oak, MI 48073;1;THIERRY;;;;;1000;Zentraleinkauf;67;EXW;;;;0;USD;;;;1
70245;Nordrei;Am Schiffbeker Berg 30;DE;22111;Hamburg;1;NORDREI;;;;;1000;Zentraleinkauf;1;DDP;;;;500;EUR;;;;1
70246;Kenter GmbH;Günzburger Strasse 60;DE;89340;Leipheim;1;KENTER;;;;;1000;Zentraleinkauf;1;UN;;;;500;EUR;;;;1
70268;Omya GmbH;Siegburger Str. 229 c;DE;50979;Köln (Deutz);1;OMYA / BON;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
70288;Pall GmbH;Philipp-Reis-Str. 6;DE;63303;Dreieich;1;PALL;;;;;1000;Zentraleinkauf;518;CPT;Hamburg;;;0;EUR;;;;1
70290;ALPA Industrievertretungen GmbH;Reinerstr. 7;DE;74080;Heilbronn;1;PROFI;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
70328;Etelec Italia;Via Domenico De Roberto 44;IT;80143;Napes;1;ETELEC;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
70336;Relius Lacke + Farben GmbH;Jacobsenweg 12;DE;22525;Hamburg;1;RELIUS;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
70351;C. Otto Gehrckens GmbH & Co. KG;Gehrstücken 9;DE;25421;Pinneberg;1;GEHRCKENS;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
70361;GKS Jacobi Elektrotechnik GmbH;Röntgenstr. 21 2;DE;21465;reinbek;1;GKS JACOBI;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
70384;Franco-Tech Postbearbeitung GmbH;Hans.-Mess-Straße 9a;DE;61440;Oberursel;1;FRANCO-TEC;;;;;1000;Zentraleinkauf;29;;;;;0;EUR;;;;1
70405;Drewag Stadtwerke Dresden GmbH;Friedrich-List-Platz 2;DE;1067;Dresden;1;DREWAG;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
70408;Erich Voss GmbH;Sandhöhe 74;DE;25336;Klein Nordende;1;VOSS;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
70437;Briz Technologie GmbH;Reichenbachstraße 7-9;DE;70372;Stuttgart;1;BRIZ;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
70442;Mädler GmbH;Brookstieg 16;DE;22145;Stapelfeld;1;MÄDLER;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
70447;Rhopoint Instruments LTD.;Queensway Avenue South;GB;TN389AG;East Sussex;1;RHOPOINT I;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
70463;Fluid Service GmbH;Mühlenweg 143;DE;22844;Norderstedt;1;FLUID;;;;;1000;Zentraleinkauf;31;EXW;;;;0;EUR;;;;1
70468;Bericap GmbH + Co.KG;Kirchstr. 5;DE;55257;Budenheim;1;BERICAP;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
70470;Ecronova Polymer GmbH;Alte Grenzstr. 153;DE;45663;Recklinghausen;1;(L) ECRONO;;3;;;1000;Zentraleinkauf;22;DDP;;X;;0;EUR;;;;1
70472;Tischlerei Mehlig GmbH;Beesenweide 14;DE;25436;Moorrege;1;TISCHLEREI;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
70475;Crous Chemicals GmbH;Mercatorstraße 36a;DE;46485;Wesel;1;CROUS;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
70492;Münzing Micro Technologies GmbH;Dr. Bergius Str. 16-24;DE;6729;Elsteraue;1;MÜNZING;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
70495;Neumann & Partner GmbH;Neuengammer Hausdeich 493;DE;21037;Hamburg;1;NEUMANN;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
70548;Finishing brands UK Ltd;Justus-von-Liebig-Straße 31;DE;63128;Dietzenbach;1;FINISHING;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
70552;Edmund Bühler GmbH;Schindäckerstraße 8;DE;72411;Bodelshausen;1;BÜHLER GMB;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
70565;officio;Hastedter Osterdeich 222;DE;28207;Bremen;1;OFFICIO;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
70566;xxx Bassermann Minerals GmbH;Rodolf-Diesel-Str. 42;DE;68169;Mannheim;1;(L) BASSER;X;99;;;1000;Zentraleinkauf;31;DDP;;X;;0;EUR;;;;1
70577;Franz Harms GmbH;Hammersbecker Str. 185;DE;28755;Bremen;1;HARMS;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;Torsten Gerken;421663197;;1
70593;Marzahl Service GmbH;Ulzburger Straße 528;DE;22844;Norderstedt;1;MARZAHL;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
70613;Günther Spelsberg GmbH + Co. KG;Im Gewerbepark 1;DE;58579;Schalksmühle;1;SPELSBERG;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
70626;Rose Plastic AG;Rupolzer Str. 53;DE;88138;Hergensweiler / Lindau;1;ROSE;;;;;1000;Zentraleinkauf;33;UN;;;;0;EUR;;;;1
70654;ABCR GmbH & Co. KG;Im Schlehert 10;DE;76187;Karlsruhe;1;ABCR;;;;;1000;Zentraleinkauf;;FH;;;;0;EUR;;;;1
70678;Liquid Concept GmbH & Co. KG;Sierichstraße 6;DE;22301;Hamburg;1;LIQUID CON;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
70697;MultiPrint GmbH Nord;Oststraße 120;DE;22844;Norderstedt;1;MULTIPRINT;;;;;1000;Zentraleinkauf;198;DDP;ab 450€;;;0;EUR;;;;1
70720;AUER Packaging GmbH;Am Kroit 25/27;DE;83123;Amerang;1;AUER;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
70721;Giro-Druck + Verlag GmbH;Osterbrooksweg 63;DE;22869;Schnefeld/Hamburg;1;GIRO;;;;;1000;Zentraleinkauf;22;EXW;;;;0;EUR;;;;1
70738;medmix Switzerland AG;Ruetistrasse 7;CH;9469;Haag;1;SULZER;;;;;1000;Zentraleinkauf;67;FH;;;;0;CHF;;;;1
70748;H.u.B. Diekmann;Westring 30;DE;27793;Wikleshausen;1;DIEKMANN;;;;;1000;Zentraleinkauf;198;DDP;;;;0;EUR;;;;1
70767;Nagase (EUROPA) GmbH;Immermannstr. 65 c;DE;40210;Düsseldorf;1;NAGASE;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;0211-866200;;1
70771;Otto Dörner Entsorgung GmbH;Lederstraße 24;DE;22525;Hamburg;1;DÖRNER;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
70790;Klingspor Management GmbH & Co. KG;Hüttenstr. 36;DE;35708;Haiger;1;KLINGSPOR;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
70797;SGL Carbon GmbH;Söhnlein Str. 8;DE;65201;Wiesbaden;1;SGL;;;;;1000;Zentraleinkauf;39;EXW;Bonn;;;0;EUR;;;;1
70805;Schleinkofer, Bernhard;Siedlerweg 2;DE;86343;Königsbrunn;1;SCHLEINKOF;;;;;1000;Zentraleinkauf;37;;;;;0;EUR;;;;1
70806;Paperworld-Hamburg;Neuer Wall 10;DE;20354;Hamburg;1;PAPERWORLD;;;;;1000;Zentraleinkauf;90;DDP;;;;2;EUR;;;;1
70814;xxx Ingevity Holdings SRL;Avenue des Olympiades 2;BE;1140;Brüssel;1;(L) INGEVI;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
70844;Klingenburg GmbH;Brüsseler Straße 77;DE;45968;Gladbeck;1;KLINGENBUR;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
70854;Sojitz SOLVADIS GmbH;Königsberger Str. 1;DE;60487;Frankfurt am Main;1;SOLVADIS;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
70860;PK Elektronik Poppe GmbH;Ameisenweg 6;DE;16727;Velten b. Berlin;1;PK ELEKTRO;;;;;1000;Zentraleinkauf;67;EXW;;;;0;EUR;;;;1
70864;Cab Produktionstechnik GmbH & Co. K;Wilhelm-Schickard-Str. 14;DE;76131;Karlsruhe;1;CAB;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
70868;Elster GmbH;Schwelmer Straße 185;DE;42389;Wuppertal;1;ELSTER;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
70875;XXXINSTITUT FARBE;Hermannstr. 8;DE;74389;CLEEBRONN;1;FARBE;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
70877;Beisner Druck GmbH & Co. KG;Müllerstraße 6;DE;21244;Buchholz/Nordheide;1;BEISNER;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
70889;Community4you AG;Händelstraße 9;DE;9120;Chemnitz;1;COMMUNITY;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;Ricarda Lammich;0371-909411-0;;1
70894;Innotech Marketing und;Hermann-Löns-Straße 1 A;DE;76669;Bad Schönborn;1;INNOTECH;;;;;1000;Zentraleinkauf;1;EXW;;;;0;EUR;;;;1
70927;Advertising & Displays Werbecenter;Zitadellenweg 34;DE;13599;Berlin;1;ADVERTISIN;;;;;1000;Zentraleinkauf;31;EXW;;;;0;EUR;;;;1
70949;Altmann Analytik GmbH & Co.KG;Rupert-Mayer-Str. 46;DE;81379;München;1;ALTMANN;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
70958;BASF Coatings Services GmbH;Minister-Stein-Allee 6;DE;44339;Dortmund;1;BASF COATI;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
70967;Pro Office GmbH Hamburg;Geibelstr. 46 a;DE;22303;Hamburg;1;PRO OFFICE;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
70970;Sura Instruments GmbH;Prüssingstr. 27B;DE;7745;Jena;1;SURA;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
70987;Packplan GmbH;Industriegebiet Süd D4;DE;63755;Alzenau;1;PACKPLAN;;;;;1000;Zentraleinkauf;198;;;;;0;EUR;;;;1
71001;xxx Huntsman Performance Products;Baumwall 5;DE;20459;Hamburg;1;(L) HUNTSM;X;99;X;;1000;Zentraleinkauf;39;DDP;;X;;0;EUR;;;;1
71003;xxx Rockwood Clay Additives GmbH;Stadtwaldstr. 44;DE;85368;Moosburg;1;(L) ROCKWO;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
71008;xxx RCF Chemie + Faser GmbH;Hasselmannstr. 10;DE;22609;Hamburg;1;(L) RCF;X;3;;;1000;Zentraleinkauf;39;DDP;;X;;0;EUR;;;;1
71012;Profimess GmbH;Twischlehe 5;DE;27580;Bremerhaven;1;PROFIMESS;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
71020;xxx Rhein Chemie Rheinau GmbH;Düsseldorfer Str. 23-27;DE;68219;Mannheim;1;(L) RHEIN;X;99;;;1000;Zentraleinkauf;39;UN;;X;;0;EUR;;;;1
71027;AirPlus International;Domhofstr. 10;DE;63263;Neu-Isenburg;1;LUFTHANSA;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
71028;Thermo Electron LED GmbH;Robert-Bosch-Str. 1;DE;63505;Langenselbold;1;THERMO ELE;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
71029;Arbeitsring anerk. Blindenw.Schlich;An der Binnesburg 2 - 6;DE;52393;Hürtgenwald-Horm;1;SCHLICH;;;;;1000;Zentraleinkauf;205;DDP;;;;0;EUR;;;;1
71059;BMW AG;Offakamp 10-20;DE;22529;Hamburg;1;BMW;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
71068;xxx Bresto Drucke GmbH & Co.KG;Im Eschle;DE;78333;Stockach;1;(L) BRESTO;X;99;;;1000;Zentraleinkauf;198;DDP;;X;X;0;EUR;;;;1
71095;Minimax GmbH;Im Weddern 4-6;DE;23858;Reinfeld;1;MINIMAX;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
71102;xxx DRG Plastic Films GmbH;Maybachstr. 9;DE;71563;Affalterbach;1;(L) DRG;X;99;;;1000;Zentraleinkauf;22;DDP;;X;;0;EUR;;;;1
71111;Schwegmann Filtrationstechnik GmbH;Carl-Bosch-Str. 22;DE;53501;Grafschaft-Ringen;1;SCHWEG;;;;;1000;Zentraleinkauf;1;UN;;;;0;EUR;;;;1
71127;LacTec GmbH;Gutenbergstraße 5;DE;63110;Rodgau;1;EISENMANN;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
71129;Dössel & Rademacher;Brandstwiete 42;DE;20457;Hamburg;1;DÖSSEL;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
71161;VWR International GmbH;Wöhlerstr. 42;DE;30163;Hannover;1;VWR INTERN;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
71180;Atlas Schuhfabrik;Frische Luft 159;DE;44319;Dortmund;1;ATLAS SCHU;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
71199;TOBIAS GRAU GmbH;Siemensstr. 35b;DE;25462;Rellingen;1;GRAU;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
71205;Geisendorf Dieter;Mühlenhagen 150;DE;20539;Hamburg;1;GEISENDORF;;;;;1000;Zentraleinkauf;205;DDP;;;;0;EUR;;;;1
71207;HINSCHE & Gastrowelt GmbH;Wilhelmshavener Heerstraße 65;DE;26125;Oldenburg;1;HINSCHE;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
71215;Rippert GmbH & Co. Anlagentechnik;Paul-Rippert-Str. 2-8;DE;33442;Herzebrock-Clarholz;1;RIPPERT;;;;;1000;Zentraleinkauf;39;FCA;Herzebrock-Clarholz;;;0;EUR;;;;1
71216;Giese-GEF GefahrzettelEtiketten & F;Lilistraße 14-18;DE;63067;Offenbach/Main;1;GIESE;;;;;1000;Zentraleinkauf;1;UN;;;;0;EUR;;;;1
71248;Gustav Henninger;Schulteßdamm 5;DE;22391;Hamburg;1;HENNINGER;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
71258;Hoffmann, Wolfgang;Alter Bahnhofsweg 1;DE;49457;Drebber;1;HOFFMANN;X;;;;1000;Zentraleinkauf;31;UN;;X;;0;EUR;;;;1
71261;SPIE EPH GmbH;König-Georg-Stieg 10;DE;21107;Hamburg;1;SPIE;;;;;1000;Zentraleinkauf;4;DDP;;;;0;EUR;;;;1
71285;Kranservice Rheinberg GmbH;Schlenzigstr. 2;DE;21107;Hamburg;1;KRANSERVIC;X;;;;1000;Zentraleinkauf;1;;;X;;0;EUR;;;;1
71294;Institut für Lackprüfung;Felsweg 16;DE;35435;Wettenberg 1;1;INSTITUT;X;99;;;1000;Zentraleinkauf;67;DDP;;X;;0;EUR;;;;1
71314;xxx HB-Schutzbekleidung;Maischeider Str. 19;DE;56584;Thalhausen/WW;1;(L) HB-SCH;X;99;;;1000;Zentraleinkauf;205;UN;;X;;0;EUR;;;;1
71337;Martina Degenhard DEMA;Fritz-Reuter Straße 32;DE;21629;Neu Wulmstorf;1;DEMA;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
71340;Alwin Höfert KG;;DE;22371;Hamburg;1;HÖFERT;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
71350;M+B Lasertechnik GmbH;Wilhelm-Fressel-Str. 6;DE;21337;Lüneburg;1;M+B L;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
71398;xxx Smurfit Kappa Nordwell GmbH;Wittenberger Weg 23;DE;24941;Flensburg;1;(L) KAPPA;X;99;;;1000;Zentraleinkauf;4;DDP;;X;;0;EUR;;;;1
71399;Palettenfabrik Lüneburg GmbH;Gebrüder-Heyn-Straße 7;DE;21337;Lüneburg;1;PALETTENFA;;;;;1000;Zentraleinkauf;205;DDP;;;;0;EUR;;;;1
71402;Schwäbisch Haller Endlosdruckerei;Aschenhausweg 8/13;DE;74523;Schwäbisch Hall;1;SCHWÄ;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
71405;E. Hehnke KG;Am Schützenplatz;DE;21244;Buchholz-Dibbersen;1;HEHNKE;X;;;;1000;Zentraleinkauf;205;UN;;X;;0;EUR;;;;1
71414;xxxFlex Products Inc.;1402   Marinerway;US;95407-7370;Santa Rosa;1;(L) FLEX P;;99;;;1000;Zentraleinkauf;39;FOB;Erfüllungsort_CPT;X;;0;USD;;;;1
71419;xxx Drescher Druck und Marketing;Postfach 1140;DE;71273;Rutesheim;1;DRESCHER D;X;99;;;1000;Zentraleinkauf;31;DDP;;X;;0;EUR;;;;1
71420;Lange & Ritter GmbH;Dieselstraße 25;DE;70839;Gerlingen;1;LANGE & RI;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
71421;Oetjen Logistik GmbH;Hermann-Schlüter-Str.1;DE;27356;Rotenburg/Wümme;5;OETJEN;;;;;1000;Zentraleinkauf;205;;;;;0;EUR;;;;1
71426;HTS Fertigungsservice;Andreas SchnurZum Scheider Feld 15;DE;51467;Bergisch Gladbach;1;DHTS FERTI;;;;;1000;Zentraleinkauf;39;DDP;;X;;0;EUR;;;;1
71432;Gustav Buchholz GmbH.& Co.KG;Osterwiecker Str. 148;DE;38690;Vienenburg;1;BUCHHOLZ;X;;;;1000;Zentraleinkauf;1;UN;;X;;0;EUR;;;;1
71434;Spielkartenfabrik Altenburg GmbH;Leipziger Str. 7;DE;4600;Altenburg;1;SPIELKARTE;;;;;1000;Zentraleinkauf;198;EXW;;;;0;EUR;;;;1
71436;Insight Technology Solutions GmbH;Am Prime-Parc 9;DE;65479;Raunheim;1;INSIGHT;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
71439;PENMATEK A/S;Steen-Gjaerdet 4 Udsholt;DK;3230;Graested;1;PENMATEK A;;;;;1000;Zentraleinkauf;39;UN;;;;0;DKK;;;;1
71441;Pausch Messtechnik GmbH;Nordstraße 53;DE;42759;Haan;1;PAUSCH;;;;;1000;Zentraleinkauf;1;UN;;;;0;EUR;;;;1
71445;Geholit + Wiemer;Sofienstr. 36;DE;76676;Graben-Neudorf;1;GEHOLIT;;;;;1000;Zentraleinkauf;1;EXW;;;;0;EUR;;;;1
71458;Porsche Zentrum Hamburg;Eiffestraße 498;DE;20537;Hamburg;1;PORSCHE;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
71462;Prahl Otto F.;Gustav Adolf Strasse 35;DE;22043;Hamburg-Wandsbek;1;PRAHL;;;;;1000;Zentraleinkauf;198;UN;;;;0;EUR;;;;1
71475;Phoenix AG;Hannoversche Str. 88;DE;21079;Hamburg;1;PHOENIX;X;3;;;1000;Zentraleinkauf;31;UN;;X;;0;EUR;;;;1
71479;Pansan GmbH;Herzogstr. 23;DE;40764;Langenfeld;1;PANSAN;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
71487;Ruebenach KG;Heyestr. 48;DE;40625;Düsseldorf;1;RUEBENACH;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
71505;Standex International GmbH;Zeilbaumweg 35;DE;74613;Öhringen;1;STANDEX;;;;;1000;Zentraleinkauf;200;DDP;;;;0;EUR;;;;1
71508;Weroplast GmbH;Im Gewerbegebiet Pesch 29;DE;50767;Köln;1;WEROPLAST;;;;;1000;Zentraleinkauf;4;DDP;;;;0;EUR;;;;1
71537;xxx Supra Verpackung GmbH;Stollwerckstr. 13-15;DE;51149;Köln;1;(L) SUPRA;X;99;;;1000;Zentraleinkauf;198;DDP;;X;;0;EUR;;;;1
